text,union_name,desig_num,f_num,reason_missing_fnum,source
"International Association of Machinists, Local 61",MACHINISTS AFL-CIO,61.0,,ambiguous,labeled
UAW Local 600 Steel Unit,AUTO WORKERS AFL-CIO,600.0,13030.0,,labeled
"EASTERN MILLWRIGHT REGIONAL COUNCIL, NEW ENGLAND LOCAL UNION #1121",CARPENTERS IND,1121.0,61793.0,,labeled
BCTGM,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,,potentially resolvable,labeled
UNITED FOOD AND COMMERCIAL WORKERS UNION LOCAL 911 A/W UFCW INTERNATIONAL UNION,FOOD AND COMMERCIAL WKRS,911.0,540184.0,,labeled
"UNITED STEEL, PAPER & FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL & SERVICE","STEELWORKERS, AFL-CIO",,,potentially resolvable,labeled
BOILERMAKERS LOCAL LODGE D455,BOILERMAKERS AFL-CIO,455.0,65173.0,,labeled
International Brotherhood of Electrical Workers Local 1116,ELECTRICAL WORKERS IBEW AFL-CIO,1116.0,35090.0,,labeled
"PMC Health Professionals AFT VT, AFT, AFL-CIO",TEACHERS AFL-CIO,,543323,,labeled
"UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AMERICA LOCAL 226",AUTO WORKERS AFL-CIO,226.0,49523.0,,labeled
Agricultural Implement Dept UAW,AUTO WORKERS AFL-CIO,,,potentially resolvable,labeled
International union Operating Engineers Local 68,"ENGINEERS, OPERATING, AFL-CIO",68.0,3188.0,,labeled
"Care Manager Murses Association, NYSUT, FNHP, AFT",TEACHERS AFL-CIO,,70581,,labeled
INTERNATIONAL BROTHERHOOD OF TEAMSTERS (IBT) LOCAL 957,TEAMSTERS,957.0,2881.0,,labeled
Painters District Council 15,PAINTERS AFL-CIO,15.0,543317.0,,labeled
STEELWORKERS LOCAL 7600,"STEELWORKERS, AFL-CIO",7600.0,67051.0,,labeled
"LOCAL S-7, INTERNATIONAL BROTHERHOOD OF BOILERMAKERS, AFL-CIO",BOILERMAKERS AFL-CIO,7.0,530364,,labeled
"International Association of Machinists and Aerospace Workers, Local Lodge W364",MACHINISTS AFL-CIO,364.0,531744.0,,labeled
"UNITED STEELWORKERS OF AMERICA, LOCAL 3199, AFL-CIO,CLC","STEELWORKERS, AFL-CIO",3199.0,12807.0,,labeled
United Service Workers IUJAT,"UNITED SERVICE WORKERS UNION, IUJAT",,,potentially resolvable,labeled
"Laborers' International Union of North America (LIUNA), District Council of Puerto Rico, AFL-CIO",LABORERS,,,potentially resolvable,labeled
"MAILHANDLERS LOCAL 305, A/W LABORERS' INTERNATIONAL UNION OF NORTH AMERICA (LIUNA)","POSTAL MAIL HANDLERS, LIUNA",305.0,91886.0,,labeled
"Package & General Utility Drivers, Teamsters Local Union No. 396, International Brotherhood of Teamsters",TEAMSTERS,396.0,21509.0,,labeled
UNITED GOVERNMENT SECURITY OFFICERS OF AMERICA LOCAL 26,"GOVERNMENT SECURITY OFFICERS, IND",26.0,541195.0,,labeled
"IUPAT DISTRICT COUNCIL 81, LOCAL 447",PAINTERS AFL-CIO,447.0,2732.0,,labeled
SMART Local Union No. 270,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",270.0,6681.0,,labeled
WORKERS UNITED LOCAL 1882,"WORKERS UNITED, SEIU",1882.0,70555.0,,labeled
IBEW Local 1055,ELECTRICAL WORKERS IBEW AFL-CIO,1055.0,8302.0,,labeled
"International Brotherhood of Teamsters (IBT), Local Union No. 436",TEAMSTERS,436.0,18978.0,,labeled
"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), Local 4199",AUTO WORKERS AFL-CIO,4199.0,542078.0,,labeled
SEIU-UHW (Kaiser Permanente Hospital),SERVICE EMPLOYEES,,,potentially resolvable,labeled
"TEAMSTERS, CHAUFFEURS, WAREHOUSEMEN AND HELPERS, LOCAL 805, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",TEAMSTERS,805.0,1507.0,,labeled
"INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES, DISTRICT COUNCIL 3, LU 229",PAINTERS AFL-CIO,229.0,36313.0,,labeled
Teamsters Local No. 344 Sales and Service Industry,TEAMSTERS,344.0,36973.0,,labeled
"United Auto Workers, Local 551",AUTO WORKERS AFL-CIO,551.0,41323.0,,labeled
COMMUNICATIONS WORKERS OF AMERICA LOCAL 9505,COMMUNICATIONS WORKERS AFL-CIO,9505.0,24228.0,,labeled
American Postal Workers Union Local 132,"POSTAL WORKERS, AMERICAN, AFL-CIO",132.0,72444.0,,labeled
"OPEIU, LOCAL 174",OFFICE AND PROFESSIONAL EMPLS AFL-CIO,174.0,10572.0,,labeled
"GENERAL WAREHOUSEMEN, DRIVERS AND HELPERS, LOCAL UNION 767, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",TEAMSTERS,767.0,16816.0,,labeled
IBEW Local 153,ELECTRICAL WORKERS IBEW AFL-CIO,153.0,28635.0,,labeled
Boilermakers Local 104,BOILERMAKERS AFL-CIO,104.0,24086.0,,labeled
"National Postal Mail Handlers, LIUNA","POSTAL MAIL HANDLERS, LIUNA",,,potentially resolvable,labeled
"INTERNATIONAL BROTHERHOOD OF TEAMSTERS AND TEAMSTERS LOCAL 533, RENO, NEVADA",TEAMSTERS,533.0,14938.0,,labeled
Workers United Rochester Regional Joint Board,"WORKERS UNITED, SEIU",,,potentially resolvable,labeled
International Association of Machinists and Aerospace Workers (Local Lodge 2515),MACHINISTS AFL-CIO,2515.0,70592.0,,labeled
"INTERNATIONAL ASSOCIATION OF BRIDGE, STRUCTURAL, REINFORCING & ORNAMENTAL IRON WORKERS, LOCAL 433",IRON WORKERS AFL-CIO,433.0,34224.0,,labeled
INTERNATIONAL UNION OF BRICKLAYERS & ALLIED CRAFTWORKERS DISTRICT COUNCIL OF WISCONSIN,BRICKLAYERS AFL-CIO,,,potentially resolvable,labeled
"UNITED STEELWORKERS OF AMERICA, AND ITS LOCAL 1324, AFL-CIO","STEELWORKERS, AFL-CIO",1324.0,10841,,labeled
IBEW Local Union 159,ELECTRICAL WORKERS IBEW AFL-CIO,159.0,19213.0,,labeled
IBEW Local 639,ELECTRICAL WORKERS IBEW AFL-CIO,639.0,25310.0,,labeled
"American Postal Workers Union, Local 152","POSTAL WORKERS, AMERICAN, AFL-CIO",152.0,72175.0,,labeled
"OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 11, AFL-CIO",OFFICE AND PROFESSIONAL EMPLS AFL-CIO,11.0,4824.0,,labeled
"LOCAL 1814, INTERNATIONAL LONGSHOREMEN'S ASSOCIATION, AFL-CIO",LONGSHOREMENS ASN AFL-CIO,1814.0,5978.0,,labeled
"Retail, Wholesale and Department Store Union, United Food and Commercial Workers","RETAIL WHOLESALE, DC, UFCW",,,potentially resolvable,labeled
"SEIU DISTRICT 1199 A/W INTERNATIONAL UNION, HEALTH & SOCIAL SERVICE UNION",SERVICE EMPLOYEES,1199.0,,ambiguous,labeled
United Government Security Officers of America & UGSOA Local 309,"GOVERNMENT SECURITY OFFICERS, IND",309.0,544402.0,,labeled
LOCAL 66 GENERAL BUILDING LABORERS,LABORERS,66.0,26302.0,,labeled
COMMUNICATIONS WORKERS OF AMERICA LOCAL 6150,COMMUNICATIONS WORKERS AFL-CIO,6150.0,36922.0,,labeled
1199 SEIU UHWE,SERVICE EMPLOYEES,1199.0,31847.0,,labeled
"Local 4100, Communications Workers of America (CWA), AFL CIO",COMMUNICATIONS WORKERS AFL-CIO,4100.0,516876.0,,labeled
"SHEET METAL WORKERS INTERNATIONAL ASSOCIATION, LOCAL UNION NO. 24","SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",24.0,518069.0,,labeled
"Unite Here International Union Local 54, AFL-CIO",UNITE HERE,54.0,71117.0,,labeled
"Lodge PM2839, International Association of Machinists & Aerospace Workers (IAM&AW), AFL-CIO",MACHINISTS AFL-CIO,2839.0,538008.0,,labeled
"Bakery, Confectionery, Tobacco Workers, and Grain Millers, Local 48G","BAKERY, TOBACCO AND GRAIN AFL-CIO",48.0,17916.0,,labeled
"International Brotherhood of Electrical Workers, Local 125",ELECTRICAL WORKERS IBEW AFL-CIO,125.0,26009.0,,labeled
United Auto Workers Local 2350,AUTO WORKERS AFL-CIO,2350.0,67857.0,,labeled
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION 903,ELECTRICAL WORKERS IBEW AFL-CIO,903.0,57653.0,,labeled
"SEIU, LOCAL 96/1",SERVICE EMPLOYEES,,,potentially resolvable,labeled
SHEET METAL WORKERS LOCAL 100,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",100.0,515603,,labeled
"Local 80, Philadelphia Joint Board, Workers United","WORKERS UNITED, SEIU",80.0,547098.0,,labeled
32 BJ Service Employees International Union,SERVICE EMPLOYEES,32.0,516823.0,,labeled
"SMART, Sheet Metal Workers' Local 104","SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",104.0,16871.0,,labeled
SERVICE EMPLOYEES INTERNATIONAL UNION HIGHER EDUCATION WORKERS  LOCAL 2007,SERVICE EMPLOYEES,2007.0,543803.0,,labeled
Local 1-S Department Stores Workers Union,"RETAIL WHOLESALE, DC, UFCW",1.0,27484.0,,labeled
Ohio State Pipe Trades Association,PLUMBERS AFL-CIO,,,potentially resolvable,labeled
United Food & Commercial Workers 881,FOOD AND COMMERCIAL WKRS,881.0,515066.0,,labeled
Teamsters Union Local 202,TEAMSTERS,202.0,26719.0,,labeled
"UNITED FOOD AND COMMERCIAL WORKERS, LOCAL 1625, CTW",FOOD AND COMMERCIAL WKRS,1625.0,33089.0,,labeled
"International Brotherhood of Electrical Workers, Local Union No. 1426",ELECTRICAL WORKERS IBEW AFL-CIO,1426.0,23635.0,,labeled
"PLUMBERS AND STEAMFITTERS, LOCAL 73",PLUMBERS AFL-CIO,73.0,517753.0,,labeled
SEIU Local 500,SERVICE EMPLOYEES,500.0,542923.0,,labeled
"UNITED FOOD AND COMMERCIAL WORKERS, L-15C, CLC (UFCW)/INTERNATIONAL CHEMICAL WORKERS UNION",FOOD AND COMMERCIAL WKRS,15.0,22412.0,,labeled
"United Government Security of America, Local 281","GOVERNMENT SECURITY OFFICERS, IND",281.0,545643.0,,labeled
"Laborers' International Union of North America, Local Union No. 1182",LABORERS,1182.0,7832.0,,labeled
"MACHINISTS AUTOMOTIVE TRADES DISTRICT LODGE 190, AFL-CIO",MACHINISTS AFL-CIO,190.0,71127.0,,labeled
United Automobile Workers Union Local 2326,AUTO WORKERS AFL-CIO,2326.0,530737.0,,labeled
SERVICE EMPLOYEES INTERNATIONAL UNION - LOCAL 200 UNITED,SERVICE EMPLOYEES,200.0,542233.0,,labeled
"Indiana State Pipe Trades Association & U.A. Local 172, AFL-CIO",PLUMBERS AFL-CIO,172.0,43683.0,,labeled
"Amalgamated Transit Union, Local #1433, AFL-CIO",TRANSIT UNION AFL-CIO,1433.0,39792.0,,labeled
"UNITED STEEL WORKERS, LOCAL 314","STEELWORKERS, AFL-CIO",314.0,,ambiguous,labeled
Teamsters Local No. 202,TEAMSTERS,202.0,26719.0,,labeled
"AMERICAN POSTAL WORKERS UNION, LOCAL 342","POSTAL WORKERS, AMERICAN, AFL-CIO",342.0,514883.0,,labeled
"District Lodge 5, International Association of Machinists and Aerospace Workers AFL-CIO",MACHINISTS AFL-CIO,5.0,533821.0,,labeled
"PENNSYLVANIA SOCIAL SERVICES UNION LOCAL 668,  SERVICE EMPLOYEES INTERNATIONAL UNION",SERVICE EMPLOYEES,668.0,505025.0,,labeled
"TEAMSTERS, LOCAL NO. 833, AFFILIATED WITH THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS",TEAMSTERS,833.0,15386.0,,labeled
APWU LOCAL 7042,"POSTAL WORKERS, AMERICAN, AFL-CIO",7042.0,514959.0,,labeled
Local 698-C of the International Chemical Workers Union Council of the United Food and Commercial Workers,FOOD AND COMMERCIAL WKRS,698.0,68067.0,,labeled
International Union of Operating Engineers Local 137,"ENGINEERS, OPERATING, AFL-CIO",137.0,34679.0,,labeled
UGSOA Local 309,"GOVERNMENT SECURITY OFFICERS, IND",309.0,544402.0,,labeled
"International Union of Electronic, Electrical, Salaried, Machine and Furniture Workers AFL-CIO (IUE) Communications Workers of America, AFL-CIO, (CWA), Local 755",COMMUNICATIONS WORKERS AFL-CIO,755.0,34133.0,,labeled
"INT'L UNION, UNITED AUTO, AEROSPACE & AGRICULTURAL IMPLEMENT WORKERS OF AMERICA, UAW",AUTO WORKERS AFL-CIO,,,potentially resolvable,labeled
CARPENTER'S LOCAL UNION #1846,CARPENTERS IND,1846.0,29977.0,,labeled
"UNITED FOOD AND COMMERCIAL WORKERS UNION, LOCAL 135,  AFL-CIO, CLC",FOOD AND COMMERCIAL WKRS,135.0,517319.0,,labeled
SEIU Healthcare IL IN,SERVICE EMPLOYEES,,,potentially resolvable,labeled
INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL UNION 373,TEAMSTERS,373.0,43199.0,,labeled
"Southwest Regional Council of Carpenters, United Brotherhood of Carpenters and Joiners of America",CARPENTERS IND,,,potentially resolvable,labeled
PACIFIC NORTHWEST PROTECTIVE SECURITY OFFICERS GUILD,"SECURITY POLICE, FIRE PROF, IND",,,potentially resolvable,labeled
"INTERNATIONAL UNION OF ELECTRONIC, ELECTRICAL, TECHNICAL, SALARIED AND MACHINE WORKERS, AFL-CIO, LOC",COMMUNICATIONS WORKERS AFL-CIO,,,potentially resolvable,labeled
United Steelworkers Local 13350,"STEELWORKERS, AFL-CIO",13350.0,64719.0,,labeled
"IUE-CWA, INDUSTRIAL DIVISION OF COMMUNICATION WORKERS OF AMERICA",COMMUNICATIONS WORKERS AFL-CIO,,,potentially resolvable,labeled
"Local 653, International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL CIO",AUTO WORKERS AFL-CIO,653.0,6151.0,,labeled
SEIU SERVICE EMPLOYEES INTERNATIONAL UNION,SERVICE EMPLOYEES,,,potentially resolvable,labeled
LOCAL 1031 UNITED SERVICE WORKERS,"UNITED SERVICE WORKERS UNION, IUJAT",1031.0,543825.0,,labeled
"LOCAL 1018, LIUNA",LABORERS,1018.0,4057.0,,labeled
"International Association of  Machinists & Aerospace Workers, Lodge 126, AFL-CIO",MACHINISTS AFL-CIO,126.0,39031.0,,labeled
"UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AMERICA LOCAL 435, AFL-CIO",AUTO WORKERS AFL-CIO,435.0,2423.0,,labeled
"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 295",TEAMSTERS,295.0,15398.0,,labeled
"General Drivers, Warehouseman and Helpers, Local Union No. 89, affiliated with the International Brotherhood of Teamsters",TEAMSTERS,89.0,20926.0,,labeled
IAM & AW Local Lodge 2424,MACHINISTS AFL-CIO,2424.0,503593.0,,labeled
"UNITED STEELWORKERS OF AMERICA, LOCAL 5518","STEELWORKERS, AFL-CIO",5518.0,12869.0,,labeled
"International Union Security, Police & Fire Professionals of America SPFPA Local 506","SECURITY POLICE, FIRE PROF, IND",506.0,7196.0,,labeled
USW Local 14034-15,"STEELWORKERS, AFL-CIO",14034.0,12174.0,,labeled
INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL NO. 988,TEAMSTERS,988.0,65379.0,,labeled
"United Food and Commercial Workers, Local 655",FOOD AND COMMERCIAL WKRS,655.0,15641.0,,labeled
"International Union of Electronic, Electrical, Salaried Machine and Furniture Workers of America-Communications Workers of America (IUE-CWA) Local 201",COMMUNICATIONS WORKERS AFL-CIO,201.0,42781.0,,labeled
"CHICAGO AND MIDWEST REGIONAL JOINT BOARD WORKERS UNITED, LOCAL 1426","WORKERS UNITED, SEIU",1426.0,43779.0,,labeled
LOCAL 1199 NURSING HOME & SERVICE EMPLOYEES UNION,SERVICE EMPLOYEES,1199.0,31847.0,,labeled
"UE LOCAL 777, UNITED ELECTRICAL, RADIO AND MACHINE OPERATORS OF AMERICA (UE)",ELECTRICAL WORKERS UE IND,777.0,543923,,labeled
"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 612","ENGINEERS, OPERATING, AFL-CIO",612.0,42409.0,,labeled
SEIU 1199 NEW JERSEY HEALTH CARE CENTER,SERVICE EMPLOYEES,1199.0,542822.0,,labeled
"UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING,	    ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKERS INTERNATIONAL UNION","STEELWORKERS, AFL-CIO",,,potentially resolvable,labeled
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 641",ELECTRICAL WORKERS IBEW AFL-CIO,641.0,37795.0,,labeled
United Steelworkers Local 104,"STEELWORKERS, AFL-CIO",104.0,,ambiguous,labeled
"DISTRICT NO. 55, INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS, AFL-CIO",MACHINISTS AFL-CIO,55.0,34936.0,,labeled
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS LOCAL 61,MACHINISTS AFL-CIO,61.0,,ambiguous,labeled
OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION LOCAL 2,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,2.0,35161.0,,labeled
"INDUSTRIAL TECHNICAL AND PROFESSIONAL EMPLOYEES UNION, OFFICE PROFESSIONAL EMPLOYEES INTERNATIONAL U",OFFICE AND PROFESSIONAL EMPLS AFL-CIO,,,potentially resolvable,labeled
INTERNATIONAL BORTHERHOOD OF ELECTRICAL WORKERS  LOCAL 53,ELECTRICAL WORKERS IBEW AFL-CIO,53.0,24867.0,,labeled
MID CENTRAL ILLINOIS REGIONAL COUNCIL OF CARPENTERS,CARPENTERS IND,,,potentially resolvable,labeled
"FEDERATION OF NURSES AND HEALTH PROFESSIONAL, NYSUT, AFT, AFL-CIO",TEACHERS AFL-CIO,,70581,,labeled
"UNITED STEELWORKERS, LOCAL UNION 4907-04","STEELWORKERS, AFL-CIO",4907.0,11526.0,,labeled
"NATIONAL POSTAL MAIL HANDLERS UNION, LIUNA","POSTAL MAIL HANDLERS, LIUNA",,,potentially resolvable,labeled
Cement Masons Local 592,PLASTERERS AND CEMENT MASONS AFL-CIO,592.0,21294.0,,labeled
"TEAMSTERS, CHAUFFEURS, WAREHOUSEMEN AND HELPERS LOCAL UNION NO. 542, INTERNATIONAL BROTHERHOOD OF TE",TEAMSTERS,542.0,38722.0,,labeled
Laborers' International Union of North America Local No. 720,LABORERS,720.0,20306.0,,labeled
UAW LOCAL 1999,AUTO WORKERS AFL-CIO,1999.0,512752.0,,labeled
IBEW LOCAL 1289-B,ELECTRICAL WORKERS IBEW AFL-CIO,1289.0,35100.0,,labeled
GREATER PENNSYLVANIA REGIONAL COUNCIL OF CARPENTERS1,CARPENTERS IND,1.0,29151.0,,labeled
"AMERICAN POSTAL WORKERS UNION, LOCAL 227","POSTAL WORKERS, AMERICAN, AFL-CIO",227.0,71428.0,,labeled
"International Brotherhood of Teamsters, Local Union 150",TEAMSTERS,150.0,3293.0,,labeled
"Local 263-G, Bakery, Confectionary, Tobacco Workers and Grain Millers International Union (BCTGM), AFL-CIO, CLC","BAKERY, TOBACCO AND GRAIN AFL-CIO",263.0,7471.0,,labeled
"UFCW, LOCAL 2598",FOOD AND COMMERCIAL WKRS,2598.0,31392.0,,labeled
"International Association of Bridge, Structural, Ornamental, and Reinforcing Iron Workers Local 272, AFL-CIO",IRON WORKERS AFL-CIO,272.0,10100.0,,labeled
UAW LOCAL 1949,AUTO WORKERS AFL-CIO,1949.0,509730.0,,labeled
"LABORERS INTERNATIONAL UNION OF NORTH AMERICA, LOCAL 1139",LABORERS,1139.0,,ambiguous,labeled
"LOCAL 3, SEIU",SERVICE EMPLOYEES,3.0,,potentially resolvable,labeled
"AMERICAN POSTAL WORKERS UNION, GLOUCESTER AREA LOCAL 6492","POSTAL WORKERS, AMERICAN, AFL-CIO",6492.0,71586.0,,labeled
"Unión General de Trabajadores, Local 1199 SEIU",SERVICE EMPLOYEES,1199.0,516409.0,,labeled
IUE/CWA LOCAL 801,COMMUNICATIONS WORKERS AFL-CIO,801.0,20108.0,,labeled
Service Employees International Local 87,SERVICE EMPLOYEES,87.0,34951.0,,labeled
"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL UNION NO. 35",TEAMSTERS,35.0,43072.0,,labeled
"AMALGAMATED TRANSIT UNION, LOCAL 1433, AFL-CIO, CLC",TRANSIT UNION AFL-CIO,1433.0,39792.0,,labeled
"LOCAL 415, INTERNATIONAL UNION OF ELECTRONIC, ELECTRICAL, SALARIED, MACHINE AND FURNITURE WORKERS-CO",COMMUNICATIONS WORKERS AFL-CIO,415.0,31821.0,,labeled
"International Brotherhood of Teamsters, Local 997",TEAMSTERS,997.0,504930.0,,labeled
Teachers Association,TEACHERS AFL-CIO,,,not in gazetteer,labeled
UA Local Union 250,PLUMBERS AFL-CIO,250.0,48054.0,,labeled
"APWU, LOCAL 2, SAN FRANCISCO LOCAL","POSTAL WORKERS, AMERICAN, AFL-CIO",2.0,72289.0,,labeled
LIUNA LOCAL 207,LABORERS,207.0,50955.0,,labeled
"IBEW, LOCAL 499",ELECTRICAL WORKERS IBEW AFL-CIO,499.0,37677.0,,labeled
Teamsters - Local 174,TEAMSTERS,174.0,7715.0,,labeled
"LABORERS INTERNATIONAL UNION OF NORTH AMERICA, AFL-CIO, LOCAL 227",LABORERS,227.0,21279.0,,labeled
"CARPENTERS AND JOINERS OF AMERICA, LOCAL 751",CARPENTERS IND,751.0,33168.0,,labeled
"UNITED STEELWORKERS OF AMERICA, LOCAL 4370","STEELWORKERS, AFL-CIO",4370.0,19417.0,,labeled
United Steel Workers Local 1014,"STEELWORKERS, AFL-CIO",1014.0,,ambiguous,labeled
Teamsters Local Union 396,TEAMSTERS,396.0,21509.0,,labeled
"LOCAL 668, PENNSYLVANIA SOCIAL SERVICES UNION (SEIU LOCAL 668 PSSU)",SERVICE EMPLOYEES,668.0,505025.0,,labeled
"Lacal 93 of the American Postal Workers Union, AFL-CIO","POSTAL WORKERS, AMERICAN, AFL-CIO",93.0,71807.0,,labeled
International Alliance of Theatrical Stage Employees (IA TSE) Local 78,STAGE AND PICTURE OPERATORS AFL-CIO,78.0,32919.0,,labeled
"BAKERY, CONFECTIONERY AND TOBACCO WORKERS, LOCAL 434","BAKERY, TOBACCO AND GRAIN AFL-CIO",434.0,41460.0,,labeled
"Local 951, United Food and Commerical Workers International Union (UFCW), AFL-CIO",FOOD AND COMMERCIAL WKRS,951.0,58445.0,,labeled
"LOCAL UNION NO. 3, INTERNATIONAL BROTHERHOOD OF ELECTRICAL WOTKERS AFL-CIO",ELECTRICAL WORKERS IBEW AFL-CIO,3.0,6367.0,,labeled
"Workers United, The Chicago & Midwest Regional Joint Board A/W Workers United International Union, Workers United 323","WORKERS UNITED, SEIU",323.0,52876.0,,labeled
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 2222, AND SYSTEM COUNCIL T-6, AFL-CIO",ELECTRICAL WORKERS IBEW AFL-CIO,2222.0,68568.0,,labeled
"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, LOCAL 964, AFL-CIO",MACHINISTS AFL-CIO,964.0,21716.0,,labeled
"United Food and Commercial Workers Union,  Local No. 5",FOOD AND COMMERCIAL WKRS,5.0,,ambiguous,labeled
"IBEW, AFL-CIO",ELECTRICAL WORKERS IBEW AFL-CIO,,,potentially resolvable,labeled
"GENERAL DRIVERS, WAREHOUSEMEN & HELPERS LOCAL UNION 745, AFFILIATED WITH THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS",TEAMSTERS,745.0,39230.0,,labeled
"UNITED FOOD AND COMMERCIAL WORKERS UNION, LOCAL 324, UFCW, AFL-CIO",FOOD AND COMMERCIAL WKRS,324.0,22620.0,,labeled
Southwestern Illinois Laborers' District Council,LABORERS,,,potentially resolvable,labeled
"Retail, Wholesale, and Department Store, Local 670","RETAIL WHOLESALE, DC, UFCW",670.0,52198.0,,labeled
"AMALGAMATED TRANSIT UNION, LOCAL 1324",TRANSIT UNION AFL-CIO,1324.0,30043.0,,labeled
"INTERNATIONAL UNION, UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AMERICA, LOCAL 2413, AFL-CIO (UAW)",AUTO WORKERS AFL-CIO,2413.0,541935.0,,labeled
IUSO (SEIU 24/7),SERVICE EMPLOYEES,,,potentially resolvable,labeled
"AFSCME Council 65, Local Union #3454",STATE COUNTY AND MUNI EMPLS AFL-CIO,3454.0,547118.0,,labeled
IUOE LOCAL 612,"ENGINEERS, OPERATING, AFL-CIO",612.0,42409.0,,labeled
"LABORERS INTERNATIONAL UNION OF NORTH AMERICA, LOCAL UNION 265",LABORERS,265.0,42012.0,,labeled
AMERICAN POSTAL WORKERS UNION LOCAL 5281,"POSTAL WORKERS, AMERICAN, AFL-CIO",5281.0,510743.0,,labeled
LOCAL 985 INT'L UNION UAW,AUTO WORKERS AFL-CIO,985.0,35317.0,,labeled
"International Union of Operating Engineers, Local 542, AFL-CIO","ENGINEERS, OPERATING, AFL-CIO",542.0,38130.0,,labeled
"UNITED FOOD AND COMMERCIAL WORKERS,  LOCAL 32-D, AFL-CIO",FOOD AND COMMERCIAL WKRS,32.0,26349.0,,labeled
United Government Security Officers of America (UGSOA) Local 20,"GOVERNMENT SECURITY OFFICERS, IND",20.0,,ambiguous,labeled
Teamsters Union Local No. 773,TEAMSTERS,773.0,23562.0,,labeled
IBT TEAMSTERS LOCAL 150,TEAMSTERS,150.0,3293.0,,labeled
1199 SEIU BENEFIT AND PENSION FUNDS STAFF ASSOCIATION,SERVICE EMPLOYEES,1199.0,531818.0,,labeled
"Bakery, Confectionery, Tobacco Workers & Grain Millers, Local 68","BAKERY, TOBACCO AND GRAIN AFL-CIO",68.0,12542.0,,labeled
International Brotherhood of Teamsters Local Union 657,TEAMSTERS,657.0,39382.0,,labeled
"PAINTERS DISTRICT COUNCIL NO. 16, GLAZIERS, ARCHITECTURAL MEDAL AND GLASS WORKERS UNION, LOCAL 718",PAINTERS AFL-CIO,718.0,39179.0,,labeled
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL NO. 715, AFL-CIO",ELECTRICAL WORKERS IBEW AFL-CIO,715.0,40218.0,,labeled
"International Union, Security, Police and Fire Professionals of America, & Its Local 822","SECURITY POLICE, FIRE PROF, IND",822.0,543570.0,,labeled
AFSCME Maryland,STATE COUNTY AND MUNI EMPLS AFL-CIO,,,potentially resolvable,labeled
"American Postal Workers Union Phoenix Metro Area Local, AFL-CIO","POSTAL WORKERS, AMERICAN, AFL-CIO",,,potentially resolvable,labeled
"SERVICE PERSONNEL AND EMPLOYEES OF THE DAIRY INDUSTRY, TEAMSTERS LOCAL UNION NO. 205 A/W INTERNATION",TEAMSTERS,205.0,10118.0,,labeled
STEELWORKERS LOCAL 1835,"STEELWORKERS, AFL-CIO",1835.0,59371.0,,labeled
"Shopmen's Iron Workers Local 790, International Association of Bridge, Structural, ornamental and Reinforcing Iron Workers, AFL-CIO",IRON WORKERS AFL-CIO,790.0,29837.0,,labeled
"Service Employees International Union, Local 722",SERVICE EMPLOYEES,722.0,508851.0,,labeled
"Health Care, Professional, Technical, Office, Warehouse and Mail Order Employees Union Local 743 Affiliated with the International Brotherhood of Teamsters",TEAMSTERS,743.0,34094.0,,labeled
