text,union_name,f_num,desig_num,count
WI Federation of Nurses & Health Professionals - Cumberland Care & Rehab Chapter 5000,TEACHERS AFL-CIO,545358,5000,1
"Sheet Metal, Air, Rail and Transportation 88","SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",41388,88,1
Iron Workers Regional Local 854,IRON WORKERS AFL-CIO,546424,854,1
Pennsylvania Joint Board Workers Union 197,"WORKERS UNITED, SEIU",49350,197,1
ILA 3000,LONGSHOREMENS ASN AFL-CIO,513292,3000,1
SMART 450,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",69938,450,1
UAW 2417,AUTO WORKERS AFL-CIO,542779,2417,1
Graphic Communications Conference/International Brotherhood of Teamsters 137-C,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,24666,137,1
United Steel Workers 4997,"STEELWORKERS, AFL-CIO",31209,4997,1
Bakery Confectionery Tobacco Worker and Grain Millers 218,"BAKERY, TOBACCO AND GRAIN AFL-CIO",2735,218,1
International Brotherhood of Boilermakers D23,BOILERMAKERS AFL-CIO,50763,23,1
Service Employees International Union (SEIU) 199,SERVICE EMPLOYEES,541566,199,1
International Brotherhood of Teamsters et al.  445,TEAMSTERS,27514,445,1
"International Union, SPFPA 888","SECURITY POLICE, FIRE PROF, IND",540710,888,1
United Food and Commercial Workers Union 880,FOOD AND COMMERCIAL WKRS,10330,880,1
"International Brotherhood of Teamsters, Bakery, Cracker, Pie, Yeast Drivers 734",TEAMSTERS,12169,734,1
Shopman's Iron Workers 851,IRON WORKERS AFL-CIO,545606,851,1
"Int'l Union, UAW 959",AUTO WORKERS AFL-CIO,27120,959,1
Int' Assoc of Bridge Structural Ornamental & Reinforcing Ironworkers 397,IRON WORKERS AFL-CIO,46268,397,1
Amalgamated Transit Union  1546,TRANSIT UNION AFL-CIO,47606,1546,1
International  Brotherhood of Teamsters 270,TEAMSTERS,37852,270,1
United Association of Plumbers and Pipefitters  412,PLUMBERS AFL-CIO,39924,412,1
Shopmens Iron Workers 824,IRON WORKERS AFL-CIO,69032,824,1
"International Union, UAW 1853",AUTO WORKERS AFL-CIO,519459,1853,1
International Brotherhood of Teams 710,TEAMSTERS,28039,710,1
LIUNA 1140,LABORERS,14587,1140,1
United Steel Workers 582L,"STEELWORKERS, AFL-CIO",7227,582,1
International of Brotherhood of Boilermakers 1999,BOILERMAKERS AFL-CIO,541591,1999,1
Motion Tape & Video Tape Laboratory Tech. 780,STAGE AND PICTURE OPERATORS AFL-CIO,22280,780,1
UAW 249,AUTO WORKERS AFL-CIO,39003,249,1
Southern Region Workers United 2398,"WORKERS UNITED, SEIU",513733,2398,1
"Miscellaneous Warehousemen's Union, affiliated with the IBT 781",TEAMSTERS,16955,781,1
IBT  509,TEAMSTERS,36315,509,1
CONSTRUCTION & GENERAL LABORERS UNION 563,LABORERS,12456,563,1
American Federation of Government Employees 701,GOVERNMENT EMPLOYEES AFGE AFL-CIO,540702,701,1
International Union of Operating Engineers  Local 147,"ENGINEERS, OPERATING, AFL-CIO",17883,147,1
Laundry Distribution and Food Service Joint Board 102E,"WORKERS UNITED, SEIU",543213,102,1
"Aspen Employees AFSCME, AFL-CIO 1146",STATE COUNTY AND MUNI EMPLS AFL-CIO,540978,1146,1
"Aspen Employees, AFSCME, AFL-CIO  (LPN) 1146",STATE COUNTY AND MUNI EMPLS AFL-CIO,540978,1146,1
TEAMSTERS  786,TEAMSTERS,4913,786,1
Teamsters 1149,TEAMSTERS,17078,1149,1
Teamsters  1149,TEAMSTERS,17078,1149,1
OPEIU  8,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,26712,8,1
Teamsters Local Union No. 252 ,TEAMSTERS,1682,252,1
United Automobile Workers 2926,AUTO WORKERS AFL-CIO,542337,2926,1
OPEIU  39,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,14424,39,1
International Brotherhood of Boilermakers Union 744,BOILERMAKERS AFL-CIO,31837,744,1
"Public Service Employees, LIUNA 572",LABORERS,504744,572,1
IBT 223,TEAMSTERS,30334,223,1
Teamsters Local  641,TEAMSTERS,21998,641,1
UA Plumbers & Steamfitters 177,PLUMBERS AFL-CIO,36656,177,1
Ironworkers 75,IRON WORKERS AFL-CIO,33039,75,1
International Chemical Workers Union Council/United Food and Commercial Workers 959C,FOOD AND COMMERCIAL WKRS,508203,959,1
IBT 322,TEAMSTERS,22443,322,1
BCTGM International Union 42,"BAKERY, TOBACCO AND GRAIN AFL-CIO",2093,42,1
BCTGM International union 42,"BAKERY, TOBACCO AND GRAIN AFL-CIO",2093,42,1
TRUCK DRIVERS LOCAL UNION 299,TEAMSTERS,34784,299,1
"United Electrical, Radio, and Machine Workers of America 625",ELECTRICAL WORKERS UE IND,13232,625,1
"United Electrical, Radio, and Machine Workers of America 626",ELECTRICAL WORKERS UE IND,38075,626,1
"United Construction Workers, Christian Labor Association  10",CHRISTIAN LABOR UNION IND,13126,10,1
General Teamsters 61,TEAMSTERS,13418,61,1
IAMAW MACHINISTS AND MECHANICS 2182,MACHINISTS AFL-CIO,29572,2182,1
GCC/IBT 135-C,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,50298,135,1
Teamsters  538,TEAMSTERS,2139,538,1
IAMAW 1211,MACHINISTS AFL-CIO,21658,1211,1
International Federation of Professional and Technical Engineers 86,"ENGINEERS, PROF AND TECH, AFL-CIO",540030,86,1
Plumber's & Steamfitter's 486,PLUMBERS AFL-CIO,526810,486,1
"Stationary Engineers, Fireman, Maintenance and Building Service Union 670","RETAIL WHOLESALE, DC, UFCW",52198,670,1
LABORERS INTERNATIONAL UNION OF NORTH AMERICA 110,LABORERS,23844,110,1
Montana Nurses Association 12,TEACHERS AFL-CIO,544387,12,1
IBT 808,TEAMSTERS,36255,808,1
USWU-IUJAT 2,"UNITED SERVICE WORKERS UNION, IUJAT",49798,2,1
Teamsters 289,TEAMSTERS,37328,289,1
"Bakery, Confectionery, Tobacco Workers and Grain Miller International Union 719","BAKERY, TOBACCO AND GRAIN AFL-CIO",56523,719,1
"International Union, UAW 729",AUTO WORKERS AFL-CIO,33948,729,1
UA Plumbers & Pipefitters 177,PLUMBERS AFL-CIO,36656,177,1
Teamster 264,TEAMSTERS,38823,264,1
IAMAW I-460,MACHINISTS AFL-CIO,544843,460,1
Teamsters Local  912,TEAMSTERS,1263,912,1
OPEIU Local 12,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,1696,12,1
International Association of Machinist and Aerospace Workers 1362,MACHINISTS AFL-CIO,19062,1362,1
IUOE 564,"ENGINEERS, OPERATING, AFL-CIO",24652,564,1
"International Union, United Automaobile, Aerospace & Agricultural Implement Workers of America, UAW 3061",AUTO WORKERS AFL-CIO,544037,3061,1
International Brotherhood of Operating Engineers 564,"ENGINEERS, OPERATING, AFL-CIO",24652,564,1
Machinist Union 1296,MACHINISTS AFL-CIO,58646,1296,1
ue 625,ELECTRICAL WORKERS UE IND,13232,625,1
ue 626,ELECTRICAL WORKERS UE IND,38075,626,1
IAM & AW Local Lodge 1101,MACHINISTS AFL-CIO,29596,1101,1
IAMAW  1297,MACHINISTS AFL-CIO,27694,1297,1
INTERNATIONAL BROTHERHOOD of TEAMSTERS 710,TEAMSTERS,28039,710,1
International Union of operating Engineers 501,"ENGINEERS, OPERATING, AFL-CIO",12442,501,1
Auto. & Allied Ind. Emp. Teamsters 481,TEAMSTERS,46777,481,1
SEIU  199,SERVICE EMPLOYEES,541566,199,1
International Union of Operating Engineeers 17,"ENGINEERS, OPERATING, AFL-CIO",30561,17,1
International Association of Machinists and Aerospace Workers 2947,MACHINISTS AFL-CIO,545161,2947,1
Laborers' Int'l Union of North America 1310,LABORERS,544304,1310,1
IAMAW 1406,MACHINISTS AFL-CIO,19839,1406,1
Teamsters  912,TEAMSTERS,1263,912,1
IAMAW  1349,MACHINISTS AFL-CIO,16490,1349,1
Teamsters 71,TEAMSTERS,27210,71,1
IAM&AW 1859,MACHINISTS AFL-CIO,501020,1859,1
"International Union of Operating Engineers, AFL-CIO 542C","ENGINEERS, OPERATING, AFL-CIO",38130,542,1
IAMAW AFL-CIO Lodge 2525,MACHINISTS AFL-CIO,70826,2525,1
TRUCK DRIVERS LOCAL UNION NO. 299,TEAMSTERS,34784,299,1
I.A.M. & A.W. Machinists & Mechanics 2182,MACHINISTS AFL-CIO,29572,2182,1
UGSOA 15,"GOVERNMENT SECURITY OFFICERS, IND",508745,15,1
I.A.M. & A. W. MACHINISTS & MECHANICS 2182,MACHINISTS AFL-CIO,29572,2182,1
"General Chauffeurs, Sales Drivers and Helpers Union Teamsters 330",TEAMSTERS,40100,330,1
United Automobile Workers (UAW) 2359,AUTO WORKERS AFL-CIO,13983,2359,1
International Union Operating Engineers 501,"ENGINEERS, OPERATING, AFL-CIO",12442,501,1
"United Automobile, Aerospace, and Agricultural Implement Workers of America 1540",AUTO WORKERS AFL-CIO,66646,1540,1
United Automobile Workers 912,AUTO WORKERS AFL-CIO,65929,912,1
International union of Painters and Allied Trades 476,PAINTERS AFL-CIO,25701,476,1
International Chemical Workers Union Council / UFCW  799C,FOOD AND COMMERCIAL WKRS,54075,799,1
Central Region of Teamsters 916,TEAMSTERS,41023,916,1
Laborers' District Council of Western Pennsylvania 373,LABORERS,61520,373,1
Operative Plasterers' & Cement Masons International Association  254,PLASTERERS AND CEMENT MASONS AFL-CIO,37632,254,1
"International Union, UAW 2289",AUTO WORKERS AFL-CIO,521586,2289,1
Boston Newspaper Guild  31245,COMMUNICATIONS WORKERS AFL-CIO,27480,31245,1
TEAMSTERS 525 ,TEAMSTERS,4825,525,1
International Chemical Workers Union Council  638-C,FOOD AND COMMERCIAL WKRS,54327,638,1
SPFPA 462,"SECURITY POLICE, FIRE PROF, IND",544821,462,1
AFSCME  800,STATE COUNTY AND MUNI EMPLS AFL-CIO,69669,800,1
Iamaw 681,MACHINISTS AFL-CIO,35937,681,1
SMART  435,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",10194,435,1
International Chemical Workers Union  228C,FOOD AND COMMERCIAL WKRS,6261,228,1
ICWUC/UFCW 228C,FOOD AND COMMERCIAL WKRS,6261,228,1
SEIU Doctors Council 10MD,SERVICE EMPLOYEES,537311,10,1
United Food & Commercial Worker 880,FOOD AND COMMERCIAL WKRS,10330,880,1
Teamsters  284,TEAMSTERS,510186,284,1
IAMAW  2003,MACHINISTS AFL-CIO,22936,2003,1
IAM & AW  1101,MACHINISTS AFL-CIO,29596,1101,1
Teamsters Chaufferurs & Helpers 627,TEAMSTERS,45528,627,1
"Bakery, Confectionery, Tobacco Workers and Grain Millers International Union 6","BAKERY, TOBACCO AND GRAIN AFL-CIO",18158,6,1
International Association of Machinists 1943,MACHINISTS AFL-CIO,16682,1943,1
United Automobile Workers 3063,AUTO WORKERS AFL-CIO,543965,3063,1
United Automobile Workers 3047,AUTO WORKERS AFL-CIO,542914,3047,1
"International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers 597",IRON WORKERS AFL-CIO,47983,597,1
TEAMSTERS LOCAL  957,TEAMSTERS,2881,957,1
United Steel Workers 2659,"STEELWORKERS, AFL-CIO",28920,2659,1
"Warehouse, Processing & Distribution Workers' Union, I.L.W.U.  26",LONGSHORE AND WAREHOUSE UNION,30437,26,1
INTERNATIONAL UNION OF OPERATRING ENGINEERS 137,"ENGINEERS, OPERATING, AFL-CIO",34679,137,1
"Bakery,Confectionary,Tobacco workers and Grain millers  256G","BAKERY, TOBACCO AND GRAIN AFL-CIO",54752,256,1
GCC/IBT 493M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,35935,493,1
"Chauffers, Teamsters and Helpers 150",TEAMSTERS,3293,150,1
Painters District Council No. 58 ,PAINTERS AFL-CIO,65819,58,1
IUOE  137,"ENGINEERS, OPERATING, AFL-CIO",34679,137,1
AFSCME 1732,STATE COUNTY AND MUNI EMPLS AFL-CIO,543489,1732,1
International Brotherhood of Teamsters  701,TEAMSTERS,2101,701,1
Amalgamated Transit Union  1001,TRANSIT UNION AFL-CIO,543755,1001,1
OPEIU Local # 375 ,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,28354,375,1
IUOE Marine Division 25,"ENGINEERS, OPERATING, AFL-CIO",50251,25,1
AWPPW 396,PULP AND PAPER WORKERS UBCJA,540628,396,1
ATU 1512,TRANSIT UNION AFL-CIO,38673,1512,1
IAM&AW 2919,MACHINISTS AFL-CIO,544313,2919,1
Regional Shop Local Union 516,IRON WORKERS AFL-CIO,20632,516,1
International Association Of Machinists and Aerospace Workers 1471,MACHINISTS AFL-CIO,38535,1471,1
United Foods and Commercial Workers 1995,FOOD AND COMMERCIAL WKRS,540076,1995,1
International Association of Machinists and Aero Space Workers 568,MACHINISTS AFL-CIO,10656,568,1
IUOE Local 30 ,"ENGINEERS, OPERATING, AFL-CIO",19779,30,1
GCC/IBT 705-S,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,56148,705,1
Iron Worker Regional Shop Local 851,IRON WORKERS AFL-CIO,545606,851,1
Int. Union of Operating Engineers  542,"ENGINEERS, OPERATING, AFL-CIO",38130,542,1
International Association of Heat and Frost Insulators and Allied Workers 33,INSULATORS AFL-CIO,43435,33,1
Plumbers & Steamfitters  434,PLUMBERS AFL-CIO,540784,434,1
BCTGM  10G,"BAKERY, TOBACCO AND GRAIN AFL-CIO",17903,10,1
Office Professional International Union (OPEIU) 494,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,509497,494,1
INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL UNION 670,TEAMSTERS,1659,670,1
"Int'l Union, UAW 2279",AUTO WORKERS AFL-CIO,519424,2279,1
"United Brotherhood of Carpenters, Eastern Millwright Regional Council 1163",CARPENTERS IND,56131,1163,1
Heat and Frost Insulators and Allied Workers  89,INSULATORS AFL-CIO,24170,89,1
UFCW/ICWUC 763c,FOOD AND COMMERCIAL WKRS,62762,763,1
Teamsters  673,TEAMSTERS,21933,673,1
IAM & AW 1538,MACHINISTS AFL-CIO,58598,1538,1
United Food and Commercial Workers International 186D,FOOD AND COMMERCIAL WKRS,61171,186,1
Radio Broadcast Technicians of the International Brotherhood of Electrical Workers 253,ELECTRICAL WORKERS IBEW AFL-CIO,13324,253,1
International Association of Heat & Frost Insulators  50,INSULATORS AFL-CIO,543677,50,1
International Brotherhood of Boilermakers 651,BOILERMAKERS AFL-CIO,10126,651,1
United Union of Roofers & Waterproofers 106,ROOFERS AFL-CIO,14665,106,1
ICWUC/UFCW  838C,FOOD AND COMMERCIAL WKRS,515431,838,1
TEAMSTERS LOCAL  701,TEAMSTERS,2101,701,1
Central South Carpenters Regional Council 943,CARPENTERS IND,29823,943,1
Teamsters Local Union 962,TEAMSTERS,36804,962,1
Ironworkers Local Union  568,IRON WORKERS AFL-CIO,11428,568,1
Steamfitters and Plumbers 464,PLUMBERS AFL-CIO,6618,464,1
United Food & Commercial Workers Union 1445,FOOD AND COMMERCIAL WKRS,19892,1445,1
United Auto Workers 2262,AUTO WORKERS AFL-CIO,519503,2262,1
United Service Workers Union-IUJAT 455,"UNITED SERVICE WORKERS UNION, IUJAT",529209,455,1
"International Association of Bridge, Structural, Ornamental, and ReinforcingIron Workers 44",IRON WORKERS AFL-CIO,23613,44,1
WAREHOUSE UNION  ILWU LOCAL 6,LONGSHORE AND WAREHOUSE UNION,28319,6,1
OPCM 518,PLASTERERS AND CEMENT MASONS AFL-CIO,31807,518,1
United Automobile Workers 1639,AUTO WORKERS AFL-CIO,67291,1639,1
"UNITED UNION OF ROOFERS, WATERPROOFERS AND ALLIED WORKERS 119",ROOFERS AFL-CIO,33087,119,1
United Association of Plumbers & Pipefitters (UA) 300,PLUMBERS AFL-CIO,540995,300,1
"UAW, International Union 848",AUTO WORKERS AFL-CIO,57215,848,1
"I.A.M. &, A.W.  818",MACHINISTS AFL-CIO,13641,818,1
"Int'l Union, UAW 2262",AUTO WORKERS AFL-CIO,519503,2262,1
"International Union, UAW 2413",AUTO WORKERS AFL-CIO,541935,2413,1
United Mine Workers of America 1948,"MINE WORKERS, UNITED, AFL-CIO",537329,1948,1
Teamsters Local  728,TEAMSTERS,35292,728,1
"International Union, UAW 2069",AUTO WORKERS AFL-CIO,512754,2069,1
"International Association of Bridge, Structural, Ornamental and Reinforcing Ironworkers 21",IRON WORKERS AFL-CIO,8120,21,1
IAMAW 2296,MACHINISTS AFL-CIO,501110,2296,1
Office & Profession Employees International Union  11,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,4824,11,1
Scott Michael 3863,STATE COUNTY AND MUNI EMPLS AFL-CIO,542906,3863,1
International Association of Machinists and Aerospace Workers 2460,MACHINISTS AFL-CIO,68804,2460,1
International Association of Heat and Frost Insulators and Allied workers  18,INSULATORS AFL-CIO,26330,18,1
American Federation of Government Employees 2341,GOVERNMENT EMPLOYEES AFGE AFL-CIO,503811,2341,1
Southern Region Workers United 2736,"WORKERS UNITED, SEIU",543393,2736,1
UAW 1134,AUTO WORKERS AFL-CIO,48295,1134,1
General Teamsters  406,TEAMSTERS,29589,406,1
Heat & Frost Insulators & Allied Workers 8,INSULATORS AFL-CIO,9961,8,1
UA 136,PLUMBERS AFL-CIO,43439,136,1
ATU 1603,TRANSIT UNION AFL-CIO,526848,1603,1
Southern Region Workers United 21,"WORKERS UNITED, SEIU",546653,21,1
"International Union, UAW 1060",AUTO WORKERS AFL-CIO,16376,1060,1
Plumbers Local Union  63,PLUMBERS AFL-CIO,33178,63,1
Insulation Association of Heat & Frost Insulators & Allied Workers 50,INSULATORS AFL-CIO,543677,50,1
UAW  710,AUTO WORKERS AFL-CIO,37853,710,1
IAHFIAW 4,INSULATORS AFL-CIO,29768,4,1
Amalgamated Transit Union  1560,TRANSIT UNION AFL-CIO,505359,1560,1
UFCW/ICWUC 493c,FOOD AND COMMERCIAL WKRS,54325,493,1
ICWUC 1038C,FOOD AND COMMERCIAL WKRS,542506,1038,1
IABSORIW 577,IRON WORKERS AFL-CIO,28315,577,1
INTERNATIONATIONAL BROTHERHOOD OF TEAMSTERS 710,TEAMSTERS,28039,710,1
LIUNA  435,LABORERS,27498,435,1
LIUNA 17,LABORERS,47525,17,1
Boilermakers 212,BOILERMAKERS AFL-CIO,546334,212,1
IAM&AW 131,MACHINISTS AFL-CIO,516762,131,1
National Federation of Federal Employees 919,"FED EMPL NFFE, DIST 1, IAM, AFL-CIO",502049,919,1
Operative Plasterers and Cement Masons 143,PLASTERERS AND CEMENT MASONS AFL-CIO,34404,143,1
United Government Security Officers of America (UGSOA) International Union 363,"GOVERNMENT SECURITY OFFICERS, IND",545401,363,1
UFCW 1776ks,FOOD AND COMMERCIAL WKRS,45254,1776,1
United Automobile Workers 298,AUTO WORKERS AFL-CIO,12223,298,1
Teamsters  431,TEAMSTERS,28816,431,1
International Chemical Workers Union Council 121-C,FOOD AND COMMERCIAL WKRS,29770,121,1
Amalgamated Transit Union 1197,TRANSIT UNION AFL-CIO,10128,1197,1
Operative Plasterers and Cement Masons 404,PLASTERERS AND CEMENT MASONS AFL-CIO,24274,404,1
IAM@AW 470,MACHINISTS AFL-CIO,65113,470,1
"United Electrical, Radio and Machine Workers of America (UE) 123",ELECTRICAL WORKERS UE IND,61529,123,1
"National Conference of Firemen and Oilers, SEIU 939",SERVICE EMPLOYEES,9070,939,1
United Food And commercial Workers 1459,FOOD AND COMMERCIAL WKRS,24770,1459,1
International Union Of Operating Engineers  139,"ENGINEERS, OPERATING, AFL-CIO",35847,139,1
Teamsters Local No. 301,TEAMSTERS,25052,301,1
Ironworkers 848,IRON WORKERS AFL-CIO,543605,848,1
International Brotherhood of Teamsters  986,TEAMSTERS,15379,986,1
UAW 5960,AUTO WORKERS AFL-CIO,515160,5960,1
IUOE (sec PAM) 18,"ENGINEERS, OPERATING, AFL-CIO",39040,18,1
Laborers 60,LABORERS,34958,60,1
Laborers 754,LABORERS,38372,754,1
United Food And Commercial Workers 304A,FOOD AND COMMERCIAL WKRS,7359,304,1
"The United Union of Roofers, Waterproofers, and Allied Workers 134",ROOFERS AFL-CIO,17790,134,1
"United Union of Roofers, Water Proofers, and Allied Workers 149",ROOFERS AFL-CIO,35129,149,1
"United Union of Roofers, Waterproofers, and Allied Workers 70",ROOFERS AFL-CIO,71145,70,1
"International Union, SPFPA 702","SECURITY POLICE, FIRE PROF, IND",545425,702,1
IUPAT 1094,PAINTERS AFL-CIO,32393,1094,1
United Association of Plumbers and Pipefitters 101,PLUMBERS AFL-CIO,22594,101,1
"Danbury Hospital, AFT CT 5047",TEACHERS AFL-CIO,513616,5047,1
ufcw 135,FOOD AND COMMERCIAL WKRS,517319,135,1
TEASMTERS LOCAL UNION 560,TEAMSTERS,21915,560,1
Intermnational Union of Painters and Allied Trades 181,PAINTERS AFL-CIO,35394,181,1
International Union of Painters and Allied Trades 181,PAINTERS AFL-CIO,35394,181,1
RWAW 88,ROOFERS AFL-CIO,2358,88,1
"International Union, UAW 674",AUTO WORKERS AFL-CIO,21833,674,1
United Auto Workers 2096,AUTO WORKERS AFL-CIO,512637,2096,1
UNITED AUTOMOBILE AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AMERICA (UAW)  1612,AUTO WORKERS AFL-CIO,68528,1612,1
Iron Workers 70,IRON WORKERS AFL-CIO,4014,70,1
"Machinists Cactus Lodge, IAM&AW 801",MACHINISTS AFL-CIO,36218,801,1
SPFPA 443,"SECURITY POLICE, FIRE PROF, IND",545002,443,1
SPFPA 444 CIFCO,"SECURITY POLICE, FIRE PROF, IND",543333,444,1
SMART  177,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",21189,177,1
SMART 177,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",21189,177,1
Roofers & Waterproofers Local #96 ,ROOFERS AFL-CIO,48170,96,1
LIUNA 60,LABORERS,34958,60,1
Association of Western Pulp and Paper Workers 412,PULP AND PAPER WORKERS UBCJA,545107,412,1
United Union of Roofers Waterproofers & Allied Workers 49,ROOFERS AFL-CIO,20971,49,1
UFCW  1439,FOOD AND COMMERCIAL WKRS,34163,1439,1
Laborers 76,LABORERS,9112,76,1
Ironworkers  5,IRON WORKERS AFL-CIO,22368,5,1
UA 598,PLUMBERS AFL-CIO,32421,598,1
"International Association of Bridge, Structural, Ornamental, and Reinforcing Iron Workers 380",IRON WORKERS AFL-CIO,20767,380,1
"International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers 172",IRON WORKERS AFL-CIO,13276,172,1
International Brotherhood of Teamsters  391,TEAMSTERS,34217,391,1
Montana Nurses Association 39,TEACHERS AFL-CIO,544356,39,1
AFT FEDERATION OF TECHNOLOGISTS #5051,TEACHERS AFL-CIO,512272,5051,1
INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES 505,PAINTERS AFL-CIO,543320,505,1
United Association of Plumbers Pipefitters & HVAC Technicians  23,PLUMBERS AFL-CIO,7224,23,1
Roofers  58,ROOFERS AFL-CIO,66921,58,1
"International Union, UAW 2426",AUTO WORKERS AFL-CIO,35102,2426,1
"International Union, UAW 239",AUTO WORKERS AFL-CIO,14302,239,1
AFSCME District Council 85 N/A,STATE COUNTY AND MUNI EMPLS AFL-CIO,71063,85,1
UAW Local  163,AUTO WORKERS AFL-CIO,4693,163,1
 Teamsters  760,TEAMSTERS,43443,760,1
SEIU Local 2015 ,SERVICE EMPLOYEES,545348,2015,1
I.A.B.S.O. & R. IRONWORKERS 112,IRON WORKERS AFL-CIO,12027,112,1
international Union of Operating Engineers 30,"ENGINEERS, OPERATING, AFL-CIO",19779,30,1
"United Automobile Aerospace and Agricultural Implement Workers of America, UAW  245",AUTO WORKERS AFL-CIO,43450,245,1
"United Automobile Aerospace and Agricultural Implement Workers of America, UAW  249",AUTO WORKERS AFL-CIO,39003,249,1
Southern Region Workers United 2448,"WORKERS UNITED, SEIU",541256,2448,1
International Brotherhood of Boilermakers  651,BOILERMAKERS AFL-CIO,10126,651,1
International Brotherhood of Boilermakers D595,BOILERMAKERS AFL-CIO,528257,595,1
New York New Jersey Regional Joint Board Workers United 25,"WORKERS UNITED, SEIU",43996,25,1
"Truck Drivers, Chauffeurs, warehousemen & helpers union 707",TEAMSTERS,33570,707,1
Office and Professional Employees International Union 457,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,69307,457,1
"American Federation of State, County, and Municipal Employees  2934",STATE COUNTY AND MUNI EMPLS AFL-CIO,515958,2934,1
North Central Regional Council of Carpenters 427,CARPENTERS IND,544729,427,1
BCTGM Local #26 ,"BAKERY, TOBACCO AND GRAIN AFL-CIO",71141,26,1
"International Union, UAW 2367",AUTO WORKERS AFL-CIO,8802,2367,1
"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America 2426",AUTO WORKERS AFL-CIO,35102,2426,1
LIUNA - State of Indiana District Council 204,LABORERS,17057,204,1
IBT 471,TEAMSTERS,7884,471,1
IUPAT District Council 36 N/A,PAINTERS AFL-CIO,30396,36,1
Laborers 1010,LABORERS,4241,1010,1
Laborers 17,LABORERS,47525,17,1
Laborers 235,LABORERS,530706,235,1
United Auto Workers 2306,AUTO WORKERS AFL-CIO,538076,2306,1
United Automobile Workers 2309,AUTO WORKERS AFL-CIO,538055,2309,1
"International Union, UAW 1118",AUTO WORKERS AFL-CIO,27132,1118,1
LIUNA/LABORERS DIST COUNCIL 405,LABORERS,27916,405,1
Laborers District Council of Western Pennsylvania 1058,LABORERS,39555,1058,1
"International Assn. of Bridge, Structural, ornamental & Reinforcing Ironworkers 22",IRON WORKERS AFL-CIO,19838,22,1
Teamsters   492,TEAMSTERS,25801,492,1
International Assoc of Bridge Structural Ornamental & Reinforcing Iron Workers 3,IRON WORKERS AFL-CIO,13253,3,1
Amalgamated Transit Union  448,TRANSIT UNION AFL-CIO,27486,448,1
Laborer's Union 177,LABORERS,29587,177,1
Carpenter's Union 106,CARPENTERS IND,29854,106,1
Cement Mason's  21,PLASTERERS AND CEMENT MASONS AFL-CIO,35443,21,1
International Brotherhood of Boilermakers M-301,BOILERMAKERS AFL-CIO,516281,301,1
BCTGM 70,"BAKERY, TOBACCO AND GRAIN AFL-CIO",67057,70,1
Teamsters Union Local  890,TEAMSTERS,4180,890,1
OPEIU 39,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,14424,39,1
"INT. ASSOC. OF SHEET METAL, AIR, RAIL AND TRANS. WORKERS 91","SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",15829,91,1
UAW 848,AUTO WORKERS AFL-CIO,57215,848,1
International Association of Machinist and Areospace Workers 480,MACHINISTS AFL-CIO,16747,480,1
Iron Workers  70,IRON WORKERS AFL-CIO,4014,70,1
United Brotherhood of Carpenters 14,CARPENTERS IND,37905,14,1
"International Union, SPFPA 720","SECURITY POLICE, FIRE PROF, IND",545255,720,1
Teamsters Union Local 952 ,TEAMSTERS,34503,952,1
UAW 1149,AUTO WORKERS AFL-CIO,56614,1149,1
International Longshoremen's Association (ILA) 1588,LONGSHOREMENS ASN AFL-CIO,30234,1588,1
Bricklayers & Allied Craftworkers (TMT) 55,BRICKLAYERS AFL-CIO,33558,55,1
United Association of Plumbers & Pipefitters & Service Technicians 502,PLUMBERS AFL-CIO,543051,502,1
SHOPMEN IRON WORKERS 824,IRON WORKERS AFL-CIO,69032,824,1
"National Association of Broadcast Employees & Technicians/CWA, AFL-CIO 24",COMMUNICATIONS WORKERS AFL-CIO,526757,24,1
Chicago Regional Council of Carpenters 1027,CARPENTERS IND,516602,1027,1
Painters & Drywall Finishers 781,PAINTERS AFL-CIO,40278,781,1
Laborers  464,LABORERS,25285,464,1
United Food And Commercial Workers Union 1445,FOOD AND COMMERCIAL WKRS,19892,1445,1
